Jobtitle,Link,company,Updateddatetime
"Project/Program Technical Officer - P3, Erbil",https://unjobs.org/vacancies/1573764765625,ILO - International Labour Organization,2019-11-14T21:41:08Z
"Especialista en Cambio Climático, Chalatenango, El Salvador",https://unjobs.org/vacancies/1573763991534,FAO - Food and Agriculture Organization of the United Nations,2019-11-14T21:40:57Z
"Communication internship, Beijing",https://unjobs.org/vacancies/1573764768336,ILO - International Labour Organization,2019-11-14T21:40:55Z
"Labour Law Specialist, Geneva",https://unjobs.org/vacancies/1573764771035,ILO - International Labour Organization,2019-11-14T21:40:44Z
"Programme Support Officer - NOA (DC), Amman",https://unjobs.org/vacancies/1573764774665,ILO - International Labour Organization,2019-11-14T21:40:32Z
"Technical and Monitoring & Evaluation Officer, Tashkent",https://unjobs.org/vacancies/1573764777312,ILO - International Labour Organization,2019-11-14T21:40:21Z
"International Evaluation Consultant to develop an evaluation strategy, Tirana, Albania",https://unjobs.org/vacancies/1573764901032,OSCE - Organization for Security and Co-operation in Europe,2019-11-14T21:40:08Z
"Regional Security Officer, Luhansk, Ukraine",https://unjobs.org/vacancies/1573764912016,OSCE - Organization for Security and Co-operation in Europe,2019-11-14T21:39:45Z
"Senior Policy support Assistant, Vienna, Austria",https://unjobs.org/vacancies/1573764913590,OSCE - Organization for Security and Co-operation in Europe,2019-11-14T21:39:32Z
"National Legal Officer, Prishtine / Pristina, Kosovo",https://unjobs.org/vacancies/1573764915440,OSCE - Organization for Security and Co-operation in Europe,2019-11-14T21:39:20Z
"Human Resources Assistant (G-5), The Hague - NL",https://unjobs.org/vacancies/1573765056978,ICC - International Criminal Court,2019-11-14T21:39:09Z
"Prosecutor (Under-Secretary General equivalent), The Hague - NL",https://unjobs.org/vacancies/1573765074900,ICC - International Criminal Court,2019-11-14T21:38:55Z
"Internship - Office of the Director, Division of Eu0445ternal Operations, The Hague - NL",https://unjobs.org/vacancies/1573765089989,ICC - International Criminal Court,2019-11-14T21:38:41Z
"Deputy Division Chief (COMPC), Washington",https://unjobs.org/vacancies/1573766404666,IMF - International Monetary Fund,2019-11-14T21:36:34Z
"Programme Specialist (Strategic Planning And Resource Mobilization), Amman, Jordan",https://unjobs.org/vacancies/1573763654972,FAO - Food and Agriculture Organization of the United Nations,2019-11-14T20:56:06Z
"Asistente administrativo, Tegucigalpa, Honduras",https://unjobs.org/vacancies/1573763667562,FAO - Food and Agriculture Organization of the United Nations,2019-11-14T20:55:55Z
"Técnico Forestal en monitoreo de gases de efecto Invernadero-GEI, Tegucigalpa, Honduras",https://unjobs.org/vacancies/1573763681725,FAO - Food and Agriculture Organization of the United Nations,2019-11-14T20:55:42Z
"Coordinador técnico, Tegucigalpa, Honduras",https://unjobs.org/vacancies/1573763722014,FAO - Food and Agriculture Organization of the United Nations,2019-11-14T20:55:16Z
"Coordinador de proyecto, Tegucigalpa, Honduras",https://unjobs.org/vacancies/1573763734410,FAO - Food and Agriculture Organization of the United Nations,2019-11-14T20:55:02Z
"Técnico Forestal para apoyar la elaboración de la propuesta, Tegucigalpa, Honduras",https://unjobs.org/vacancies/1573763779397,FAO - Food and Agriculture Organization of the United Nations,2019-11-14T20:54:02Z
"Técnico en Sistemas de Información Geogrxe1fica, teledetección e indicadores de fragmentación del paisaje, Tegucigalpa, Honduras",https://unjobs.org/vacancies/1573763792157,FAO - Food and Agriculture Organization of the United Nations,2019-11-14T20:53:49Z
"Técnico Forestal para elaboración de la línea base para la deforestación, degradación, ganadería y monitoreo general del proyecto, Tegucigalpa, Honduras",https://unjobs.org/vacancies/1573763805796,FAO - Food and Agriculture Organization of the United Nations,2019-11-14T20:53:35Z
"National Agricultural Value Chain Consultant, Gambella, Ethiopia",https://unjobs.org/vacancies/1573763832062,FAO - Food and Agriculture Organization of the United Nations,2019-11-14T20:53:12Z
"Especialista en Sistematización, Chalatenango, El Salvador",https://unjobs.org/vacancies/1573763845856,FAO - Food and Agriculture Organization of the United Nations,2019-11-14T20:52:59Z
"Extensionista de campo, Chalatenango, El Salvador",https://unjobs.org/vacancies/1573763876808,FAO - Food and Agriculture Organization of the United Nations,2019-11-14T20:52:35Z
"Head Nurse, Rome, Italy",https://unjobs.org/vacancies/1573763904504,FAO - Food and Agriculture Organization of the United Nations,2019-11-14T20:52:11Z
"Sub-Office Coordinator - Hodeida, Hodeidah, Yemen",https://unjobs.org/vacancies/1573763921102,FAO - Food and Agriculture Organization of the United Nations,2019-11-14T20:51:58Z
"Technical Adviser (Subtropical Fruits Breeder), Riyadh, Saudi Arabia",https://unjobs.org/vacancies/1573763933928,FAO - Food and Agriculture Organization of the United Nations,2019-11-14T20:51:32Z
"Finance and Administration Assistant, Yangon, Myanmar",https://unjobs.org/vacancies/1573764004487,FAO - Food and Agriculture Organization of the United Nations,2019-11-14T20:51:05Z
"Training Coordinator (National), Yangon, Myanmar",https://unjobs.org/vacancies/1573764018709,FAO - Food and Agriculture Organization of the United Nations,2019-11-14T20:50:52Z
"Senior Fishery Officer (Fish Value Chains), Rome, Italy",https://unjobs.org/vacancies/1573764031461,FAO - Food and Agriculture Organization of the United Nations,2019-11-14T20:50:41Z
"Travel Assistant (2 Positions), Sana'a, Yemen",https://unjobs.org/vacancies/1573764045436,FAO - Food and Agriculture Organization of the United Nations,2019-11-14T20:50:28Z
"Auxiliar de Viajes, Guatemala City, Guatemala",https://unjobs.org/vacancies/1573764058724,FAO - Food and Agriculture Organization of the United Nations,2019-11-14T20:50:14Z
"Asistente Administrativo (Proyecto Regional Trabajando juntos para combatir la Resistencia a los Antimicrobianos/ UNJP/SLS/001/EC), Santiago, Chile",https://unjobs.org/vacancies/1573764071401,FAO - Food and Agriculture Organization of the United Nations,2019-11-14T20:49:52Z
"Coordinator, Innovation for Green Jobs in Agriculture, Harare, Zimbabwe",https://unjobs.org/vacancies/1573764084267,FAO - Food and Agriculture Organization of the United Nations,2019-11-14T20:49:30Z
"Coordinador (a) Programa GEF, Managua, Nicaragua",https://unjobs.org/vacancies/1573764096273,FAO - Food and Agriculture Organization of the United Nations,2019-11-14T20:49:16Z
"Deputy Manager IPPC ePhyto Solution Project, Rome, Italy",https://unjobs.org/vacancies/1573764110869,FAO - Food and Agriculture Organization of the United Nations,2019-11-14T20:48:53Z
"Knowledge Management, Communication and Reporting Specialist, Yangon, Myanmar",https://unjobs.org/vacancies/1573764122955,FAO - Food and Agriculture Organization of the United Nations,2019-11-14T20:48:33Z
"Technical Adviser (Agricultural Cooperatives Expert), Riyadh, Saudi Arabia",https://unjobs.org/vacancies/1573764150698,FAO - Food and Agriculture Organization of the United Nations,2019-11-14T20:47:57Z
"Technical Adviser (Farming System Analyst/Agronomist), Riyadh, Saudi Arabia",https://unjobs.org/vacancies/1573764162774,FAO - Food and Agriculture Organization of the United Nations,2019-11-14T20:47:43Z
"Technical Adviser (Aromatic Plants), Riyadh, Saudi Arabia",https://unjobs.org/vacancies/1573764175340,FAO - Food and Agriculture Organization of the United Nations,2019-11-14T20:47:29Z
"OPERATIONS SPECIALIST, Lusaka, Zambia",https://unjobs.org/vacancies/1573764188148,FAO - Food and Agriculture Organization of the United Nations,2019-11-14T20:47:17Z
"Consultant - Project Management Support, Geneva, Switzerland",https://unjobs.org/vacancies/1571779289522,WHO - World Health Organization,2019-11-14T20:45:58Z
"Administrateur Technique, Système d'information sanitaire (Roster, Libreville, Ouagadougou), Ouagadougou, Burkina Faso",https://unjobs.org/vacancies/1572643602572,WHO - World Health Organization,2019-11-14T20:45:15Z
"Coordonnateur chargé de la Planification and coordination stratégiques des politiques de santé, Kinshasa, Democratic Republic of Congo",https://unjobs.org/vacancies/1573422568215,WHO - World Health Organization,2019-11-14T20:44:20Z
"Staff Physician (Médecin du Personnel), Lyons, France",https://unjobs.org/vacancies/1573762044009,WHO - World Health Organization,2019-11-14T20:43:27Z
"External Emergency Roster - Grants Management Officer, locations",https://unjobs.org/vacancies/1573762586946,WHO - World Health Organization,2019-11-14T20:42:38Z
"External Emergency Roster - Compliance Officer, locations",https://unjobs.org/vacancies/1573762525197,WHO - World Health Organization,2019-11-14T20:42:16Z
"Coordonnateur de la planification des politiques de santé (Roster: Congo, Centrafrique, Burkina Faso, Burundi, Chad, Guinea, Mali, Togo, Guinée Bissau, Cap Vert)",https://unjobs.org/vacancies/1573762564512,WHO - World Health Organization,2019-11-14T20:41:17Z
"Chargé/e des Relations extérieures (Roster: multiple locations), Multiple locations",https://unjobs.org/vacancies/1573762468196,WHO - World Health Organization,2019-11-14T20:41:08Z
"External Relations Officer (Roster: multiple locations), Multiple locations",https://unjobs.org/vacancies/1573762204947,WHO - World Health Organization,2019-11-14T20:41:04Z
"Roster: Technical/Medical Officer/Consultant/Expert for Health through the Life-course (Chid annd Adolescent Health; Maternal and Reproductive Health; Nursing and Midwifery; Gender-based Violence, and Healthy Ageing), Anywhere",https://unjobs.org/vacancies/1573762187073,WHO - World Health Organization,2019-11-14T20:40:57Z
"Budget & Programming Associate, Kabul, Afghanistan",https://unjobs.org/vacancies/1573761645179,WFP - World Food Programme,2019-11-14T20:25:22Z
"International Consultant - Regional Gender Advisor, Bangkok, Thailand",https://unjobs.org/vacancies/1573761673237,WFP - World Food Programme,2019-11-14T20:25:10Z
"Asistente de Logística, Bogota, Colombia",https://unjobs.org/vacancies/1573761717338,WFP - World Food Programme,2019-11-14T20:24:58Z
"Food Technologist, NOB, Nairobi, Kenya",https://unjobs.org/vacancies/1573761746626,WFP - World Food Programme,2019-11-14T20:24:34Z
"Human Resources Assistant, SC5, Cox's Bazar, Cox's Bazaar, Bangladesh",https://unjobs.org/vacancies/1573761760863,WFP - World Food Programme,2019-11-14T20:24:22Z
"SCOPE Service Operations Analyst, Service Contract, SC6 ( G6 equivalent), Nairobi, Kenya",https://unjobs.org/vacancies/1573761775466,WFP - World Food Programme,2019-11-14T20:24:08Z
"Coordinateur de projet Tambatra, Antananarivo, Madagascar",https://unjobs.org/vacancies/1573761790392,WFP - World Food Programme,2019-11-14T20:23:56Z
"CHAUFFEUR-MECANICIEN GS 2 GOMA, Goma, Democratic Republic of Congo",https://unjobs.org/vacancies/1573761804669,WFP - World Food Programme,2019-11-14T20:23:43Z
"Business Support Assistant Travel/Protocol SC3-GOMA, Goma, Democratic Republic of Congo",https://unjobs.org/vacancies/1573761818949,WFP - World Food Programme,2019-11-14T20:23:31Z
"Logistics Officer (Warehousing) NOC, Mombasa, Kenya",https://unjobs.org/vacancies/1573761833189,WFP - World Food Programme,2019-11-14T20:23:18Z
"Intern - Outcome 1, Bishkek, Kyrgyzstan, Bishkek, Kyrgyzstan",https://unjobs.org/vacancies/1573761862823,WFP - World Food Programme,2019-11-14T20:23:03Z
"Head, DHI (Digital Health & Innovation), Geneva, Switzerland",https://unjobs.org/vacancies/1573762061979,WHO - World Health Organization,2019-11-14T20:22:37Z
"Executive Assistant (Programme), Dhaka, Bangladesh",https://unjobs.org/vacancies/1573762078923,WHO - World Health Organization,2019-11-14T20:22:25Z
"Project Manager, Geneva, Switzerland",https://unjobs.org/vacancies/1573762096791,WHO - World Health Organization,2019-11-14T20:22:14Z
"Medical Officer (Neglected Tropical Diseases), Brazzaville, Congo",https://unjobs.org/vacancies/1573762114112,WHO - World Health Organization,2019-11-14T20:22:02Z
"Executive Assistant, Cox's Bazaar, Bangladesh",https://unjobs.org/vacancies/1573762132849,WHO - World Health Organization,2019-11-14T20:21:51Z
"Team Assistant, Cox's Bazaar, Bangladesh",https://unjobs.org/vacancies/1573762152114,WHO - World Health Organization,2019-11-14T20:21:38Z
"Surveillance Officer - SSA-NOB, Dodoma, Dar es Salaam, Tanzania",https://unjobs.org/vacancies/1573762224103,WHO - World Health Organization,2019-11-14T20:21:04Z
"Technical Officer (Essential Medicines and health products), HTI/IST-Harare, Harare, Zimbabwe",https://unjobs.org/vacancies/1573762243741,WHO - World Health Organization,2019-11-14T20:20:53Z
"Project Officer, Kampala, Uganda",https://unjobs.org/vacancies/1573762262436,WHO - World Health Organization,2019-11-14T20:20:39Z
"Programme Area Manager, Cairo, Egypt",https://unjobs.org/vacancies/1573762279809,WHO - World Health Organization,2019-11-14T20:20:28Z
"NPO (Non Communicable Disease), Kathmandu, Nepal",https://unjobs.org/vacancies/1573762297435,WHO - World Health Organization,2019-11-14T20:20:16Z
"Team Leader (Health Systems), Dhaka, Bangladesh",https://unjobs.org/vacancies/1573762316108,WHO - World Health Organization,2019-11-14T20:20:04Z
"Programme Assistant-G.05_SSA_Dodoma, Dar es Salaam, Tanzania",https://unjobs.org/vacancies/1573762368027,WHO - World Health Organization,2019-11-14T20:19:52Z
"Risk Communication & Community Engagement Officers-SSA (Dodoma and Dar es Salaam), Dar es Salaam, Tanzania",https://unjobs.org/vacancies/1573762386134,WHO - World Health Organization,2019-11-14T20:19:41Z
"Technical Officer, Vector Borne Diseases Control, Brazzaville, Congo",https://unjobs.org/vacancies/1573762408546,WHO - World Health Organization,2019-11-14T20:19:29Z
"Programme Area Manager, Emergency Operations, Manila, Philippines",https://unjobs.org/vacancies/1573762446833,WHO - World Health Organization,2019-11-14T20:19:17Z
"Executive Assistant (Budget & Finance), New Delhi, India",https://unjobs.org/vacancies/1573762487290,WHO - World Health Organization,2019-11-14T20:18:53Z
"Budget & Finance Assistant, New Delhi, India",https://unjobs.org/vacancies/1573762504806,WHO - World Health Organization,2019-11-14T20:18:42Z
"Blood Donor Planning and Recruitment Officer, Juba, South Sudan",https://unjobs.org/vacancies/1573762544777,WHO - World Health Organization,2019-11-14T20:18:19Z
"Procurement Specialist, Copenhagen, Denmark",https://unjobs.org/vacancies/1573757373731,UNOPS - United Nations Office for Project Services,2019-11-14T19:25:06Z
"Head of Finance and Operations, Geneva, Switzerland",https://unjobs.org/vacancies/1573757375234,UNOPS - United Nations Office for Project Services,2019-11-14T19:24:54Z
"Human Resources Officer, Harare, Zimbabwe",https://unjobs.org/vacancies/1573757379574,UNOPS - United Nations Office for Project Services,2019-11-14T19:24:38Z
"IT Service Desk Assistant, Bangkok, Thailand",https://unjobs.org/vacancies/1573757386780,UNOPS - United Nations Office for Project Services,2019-11-14T19:24:14Z
"Administration Assistant / Travel Management, Kabul, Afghanistan",https://unjobs.org/vacancies/1573757388342,UNOPS - United Nations Office for Project Services,2019-11-14T19:24:02Z
"ICT Assistant, Copenhagen, Denmark",https://unjobs.org/vacancies/1573757389721,UNOPS - United Nations Office for Project Services,2019-11-14T19:23:48Z
"Legal Advisor, Copenhagen, Denmark",https://unjobs.org/vacancies/1573757391083,UNOPS - United Nations Office for Project Services,2019-11-14T19:23:36Z
"Project Manager (Re-advertisement), Bangui, Central African Republic",https://unjobs.org/vacancies/1573757392486,UNOPS - United Nations Office for Project Services,2019-11-14T19:23:23Z
"Communications Specialist, Bonn, Germany",https://unjobs.org/vacancies/1573757398108,UNOPS - United Nations Office for Project Services,2019-11-14T19:23:09Z
"Field Security Advisor, Erbil, Iraq",https://unjobs.org/vacancies/1573757400747,UNOPS - United Nations Office for Project Services,2019-11-14T19:22:56Z
"Chargé(e) du Partenariat et Financement du Développement, Lome, Togo",https://unjobs.org/vacancies/1573757431243,UNDP - United Nations Development Programme,2019-11-14T19:22:19Z
"Project Assistant, Bangkok, Thailand",https://unjobs.org/vacancies/1573757440669,UNDP - United Nations Development Programme,2019-11-14T19:22:05Z
"Republication - Un(e) Coordonnateur(trice) de Projet TUBEHONEZA - UNFPA Burundi, SB4, Bujumbura, Burundi",https://unjobs.org/vacancies/1573757444481,UNDP - United Nations Development Programme,2019-11-14T19:21:51Z
"Field Security Associate, Niamey, Niger",https://unjobs.org/vacancies/1573757456661,UNDP - United Nations Development Programme,2019-11-14T19:21:14Z
"Programme Specialist - Gender, Addis Ababa, Ethiopia",https://unjobs.org/vacancies/1573757460549,UNDP - United Nations Development Programme,2019-11-14T19:21:02Z
"Re-Advertisement - Communications Analyst - NOA (Open to Somali Nationals Only), Mogadiscio, Somalia",https://unjobs.org/vacancies/1573757471748,UNDP - United Nations Development Programme,2019-11-14T19:20:49Z
"National Coordinator - GEF Small Grants Programme, Lusaka, Zambia",https://unjobs.org/vacancies/1573757478808,UNDP - United Nations Development Programme,2019-11-14T19:20:37Z
"Regional Cooperation Specialist, Belgrade, Serbia",https://unjobs.org/vacancies/1573757486006,UNDP - United Nations Development Programme,2019-11-14T19:20:25Z
"Management Advisor, New York, United States",https://unjobs.org/vacancies/1573757489960,UNDP - United Nations Development Programme,2019-11-14T19:20:10Z
"NDC Programme Coordinator, Kigali, Rwanda",https://unjobs.org/vacancies/1573757497560,UNDP - United Nations Development Programme,2019-11-14T19:19:57Z
"Human Resources Analyst, Diffa, Niger",https://unjobs.org/vacancies/1573757501664,UNDP - United Nations Development Programme,2019-11-14T19:19:43Z
"Operations Associate (G6), Hodeidah, Yemen",https://unjobs.org/vacancies/1573757505478,UNDP - United Nations Development Programme,2019-11-14T19:19:27Z
"Programme Analyst, Port-au-Prince, Haiti",https://unjobs.org/vacancies/1573757509702,UNDP - United Nations Development Programme,2019-11-14T19:19:13Z
"Programme Analyst, Governance, Dili, Timor-Leste",https://unjobs.org/vacancies/1573757513471,UNDP - United Nations Development Programme,2019-11-14T19:19:00Z
"Coordination Officer, Colombo, Sri Lanka",https://unjobs.org/vacancies/1573757517748,UNDP - United Nations Development Programme,2019-11-14T19:18:47Z
"National Security Officer, Diffa, Niger",https://unjobs.org/vacancies/1573757521920,UNDP - United Nations Development Programme,2019-11-14T19:18:34Z
"Re-advertisement - Programme Manager - SDG Hotspots, Lilongwe, Malawi",https://unjobs.org/vacancies/1573757526399,UNDP - United Nations Development Programme,2019-11-14T19:18:15Z
"Head of Experimentation, Kuala Lumpur, Malaysia",https://unjobs.org/vacancies/1573757530237,UNDP - United Nations Development Programme,2019-11-14T19:18:01Z
"Responsable de l'Exploration, Tunis, Tunisia",https://unjobs.org/vacancies/1573757534322,UNDP - United Nations Development Programme,2019-11-14T19:17:46Z
"Programme Associate - Climate Change Adaptation, Bangkok, Thailand",https://unjobs.org/vacancies/1573757560894,UNDP - United Nations Development Programme,2019-11-14T19:17:19Z
"UNPRAC Project Assistant, Suva, Fiji",https://unjobs.org/vacancies/1573757571343,UNDP - United Nations Development Programme,2019-11-14T19:17:05Z
"Consultant International en charge du renforcement des capacités des acteurs Law Making, Bamako, Mali",https://unjobs.org/vacancies/1573757606621,UNDP - United Nations Development Programme,2019-11-14T19:16:36Z
"Consultant International en charge du renforcement des capacités des acteurs Law Making, Bamako, Mali",https://unjobs.org/vacancies/1573757606621,UNDP - United Nations Development Programme,2019-11-14T19:16:36Z
"Consultant national pour appuyer le renforcement des capacités des acteurs du Law Making, Bamako, Mali",https://unjobs.org/vacancies/1573757611521,UNDP - United Nations Development Programme,2019-11-14T19:16:19Z
"International Consultant for the Design and Delivery of the Istanbul Innovation Days 2020, Istanbul, Turkey",https://unjobs.org/vacancies/1573757625574,UNDP - United Nations Development Programme,2019-11-14T19:15:36Z
"National consultant to develop Organisational Anti-Corruption Plan for ministry-level implementation of the National Anti-Corruption Plan 2019-2023, Putrajaya, Malaysia",https://unjobs.org/vacancies/1573757630218,UNDP - United Nations Development Programme,2019-11-14T19:15:22Z
"IC/UNDP/DGPRU/111/International Consultant for roadmap development on change management and training curricula to strengthen LAPOR!, Jakarta, Indonesia",https://unjobs.org/vacancies/1573757634661,UNDP - United Nations Development Programme,2019-11-14T19:15:09Z
"Programme and Policy Consultant for UNDP-GEF Directorate, New York, United States",https://unjobs.org/vacancies/1573757639121,UNDP - United Nations Development Programme,2019-11-14T19:14:59Z
"National Consultant for the Development of Sharepoint Collaboration Platform to Support PFSD Implementation, Manila, Philippines",https://unjobs.org/vacancies/1573757648369,UNDP - United Nations Development Programme,2019-11-14T19:14:25Z
"Associé/e Administratif/ve - ACHATS, Dakar, Senegal",https://unjobs.org/vacancies/1573757663623,UNDP - United Nations Development Programme,2019-11-14T19:13:44Z
"Climate Change Adaptation Project - Internship (Communication Support), Colombo, Sri Lanka",https://unjobs.org/vacancies/1573757668170,UNDP - United Nations Development Programme,2019-11-14T19:13:32Z
"Graphic Designer & Illustrator, Mogadishu, Somalia",https://unjobs.org/vacancies/1573757691143,UNDP - United Nations Development Programme,2019-11-14T19:12:25Z
"Analysis of the economic situation of Guinea Bissau, Bissau, Guinea Bissau",https://unjobs.org/vacancies/1573757695644,UNDP - United Nations Development Programme,2019-11-14T19:12:13Z
"88334 - IC/UNDP/DGPRU/109/2019 - Consultant for SP4N-LAPOR Project Admin and Finance Support, Jakarta, Indonesia",https://unjobs.org/vacancies/1573757704768,UNDP - United Nations Development Programme,2019-11-14T19:11:51Z
"(Re-Advertisement) International Consultant - Green Business: Environmental Goods and Services Promotion, Yangon, Myanmar",https://unjobs.org/vacancies/1573757713918,UNDP - United Nations Development Programme,2019-11-14T19:11:28Z
"Programme Specialist - WEE, Beirut, Lebanon",https://unjobs.org/vacancies/1573757718506,UNDP - United Nations Development Programme,2019-11-14T19:11:17Z
"Finance for Nature Coordinator, New York, United States",https://unjobs.org/vacancies/1573757732301,UNDP - United Nations Development Programme,2019-11-14T19:10:39Z
"Consultant -Innovation Facility Fund Manager, New York, United States",https://unjobs.org/vacancies/1573757741496,UNDP - United Nations Development Programme,2019-11-14T19:10:13Z
"Programme Specialist - Spotlight Initiative (Open to PNG Nationals Only), Port Moresby, Papua New Guinea",https://unjobs.org/vacancies/1573757750711,UNDP - United Nations Development Programme,2019-11-14T19:09:41Z
"Programme Analyst- UN Women Spotlight Initiative (Open to PNG Nationals Only), Port Moresby, Papua New Guinea",https://unjobs.org/vacancies/1573757755197,UNDP - United Nations Development Programme,2019-11-14T19:09:29Z
"Programme Associate- UN Women Spotlight Initiative (Open to PNG Nationals Only), Port Moresby, Papua New Guinea",https://unjobs.org/vacancies/1573757759760,UNDP - United Nations Development Programme,2019-11-14T19:09:16Z
"Programme Associate - RCO Spotlight Initiative (Open to PNG Nationals Only), Port Moresby, Papua New Guinea",https://unjobs.org/vacancies/1573757764287,UNDP - United Nations Development Programme,2019-11-14T19:09:04Z
"Programme Technical Specialist and Coordinator - Spotlight Initiative, Port Moresby, Papua New Guinea",https://unjobs.org/vacancies/1573757773337,UNDP - United Nations Development Programme,2019-11-14T19:08:40Z
"National Consultant to Conduct Training on Gender Mainstreaming for Gender focal persons of the Electoral Commission of Uganda, Kampala, Uganda",https://unjobs.org/vacancies/1573757801054,UNDP - United Nations Development Programme,2019-11-14T19:07:26Z
"International Consultant to develop Country Gender Equality Profile (CGEP) for Argentina UN Women Argentina, Buenos Aires, Argentina",https://unjobs.org/vacancies/1573757810010,UNDP - United Nations Development Programme,2019-11-14T19:07:00Z
"International Consultant Women's Economic Empowerment Expert, Port Moresby, Papua New Guinea",https://unjobs.org/vacancies/1573757814615,UNDP - United Nations Development Programme,2019-11-14T19:06:46Z
"National Consultant - SDG Advocacy & Partnerships at UN RCO - For Sri Lankan Nationals only, Colombo, Sri Lanka",https://unjobs.org/vacancies/1573757832850,UNDP - United Nations Development Programme,2019-11-14T19:05:58Z
"IC/UNDP/SP4N-LAPOR/115/2019 - International Consultant for roadmap and masterplan development on performance monitoring strategy for evaluating the national public complaint handling system LAPOR!, Jakarta, Indonesia",https://unjobs.org/vacancies/1573757837406,UNDP - United Nations Development Programme,2019-11-14T19:05:47Z
"Programme Intern, Istanbul, Turkey",https://unjobs.org/vacancies/1573757851227,UNDP - United Nations Development Programme,2019-11-14T19:05:14Z
"National Consultant (Operations Support to LOGO) UNDP-LOGO, Kabul, Afghanistan",https://unjobs.org/vacancies/1573757855701,UNDP - United Nations Development Programme,2019-11-14T19:05:02Z
"Consultant - Finance Assistant (Open to Indian Nationals Only), New Delhi, India",https://unjobs.org/vacancies/1573757860321,UNDP - United Nations Development Programme,2019-11-14T19:04:47Z
"Consultant - Finance Associate (Open to Indian Nationals Only), New Delhi, India",https://unjobs.org/vacancies/1573757864866,UNDP - United Nations Development Programme,2019-11-14T19:04:35Z
"NATIONAL CONSULTANT FOR THE DEVELOPMENT OF PHILIPPINE STANDARDS FOR CLIMATE SMART BUILDINGS, Manila, Philippines",https://unjobs.org/vacancies/1573757869405,UNDP - United Nations Development Programme,2019-11-14T19:04:21Z
"Consultant - Operations Assistant (Open to Indian Nationals Only), New Delhi, India",https://unjobs.org/vacancies/1573757874044,UNDP - United Nations Development Programme,2019-11-14T19:04:06Z
"Consultant - Programme Analyst (Open to Indian Nationals Only), New Delhi, India",https://unjobs.org/vacancies/1573757878493,UNDP - United Nations Development Programme,2019-11-14T19:03:53Z
"Consultant - Programme Assistant (Open to Indian Nationals Only), New Delhi, India",https://unjobs.org/vacancies/1573757883175,UNDP - United Nations Development Programme,2019-11-14T19:03:41Z
"Regional Women´s Economic Empowerment Specialist- Consultant, Cairo, Egypt",https://unjobs.org/vacancies/1573757901486,UNDP - United Nations Development Programme,2019-11-14T19:02:59Z
"Digital Transformation Analyst, New York, United States",https://unjobs.org/vacancies/1573757906068,UNDP - United Nations Development Programme,2019-11-14T19:02:44Z
"Senior Adviser and Expert Facilitator - International Consultant- Re-advertisement, Cairo, Egypt",https://unjobs.org/vacancies/1573757910698,UNDP - United Nations Development Programme,2019-11-14T19:02:31Z
"International Consultant - Evaluation of the Government of Albania and United Nations Programme of Cooperation 2017-2021, Tirana, Albania",https://unjobs.org/vacancies/1573757915287,UNDP - United Nations Development Programme,2019-11-14T19:02:17Z
"ONUMUJERES/ECU/PS/19-044 - Consultor/a para recoger y sistematizar los insumos institucionales para la elaboración del X informe oficial de Ecuador al Comité de la CEDAW, Quito, Ecuador",https://unjobs.org/vacancies/1573757920092,UNDP - United Nations Development Programme,2019-11-14T19:01:55Z
"Deputy Country Representative, Jakarta",https://unjobs.org/vacancies/1573727455322,Asia Foundation,2019-11-14T10:37:20Z
"Consultant to support the Country Economist, Belize",https://unjobs.org/vacancies/1573655128373,IDB - Inter-American Development Bank,2019-11-14T06:31:08Z
"Resource Planning & Administration Senior Associate or Associate, Washington",https://unjobs.org/vacancies/1573655106694,IDB - Inter-American Development Bank,2019-11-14T06:26:09Z
Consultoría en la División de Energía para Apoyar en la Supervisión y Monitoreo Socio Ambiental en Honduras,https://unjobs.org/vacancies/1573655095925,IDB - Inter-American Development Bank,2019-11-14T06:25:25Z
"Consultoría en Apoyo a la ejecución de las actividades del Programa de Rehabilitación y Modernización de la Central Hidroeléctrica Acaray, Paraguay",https://unjobs.org/vacancies/1573655084797,IDB - Inter-American Development Bank,2019-11-14T06:25:22Z
"Water and Sanitation Financial Senior Specialist or Specialist, Washington",https://unjobs.org/vacancies/1573655063041,IDB - Inter-American Development Bank,2019-11-14T06:24:27Z
"Loan and Corporate Accounts Specialist, Washington",https://unjobs.org/vacancies/1573655052147,IDB - Inter-American Development Bank,2019-11-14T06:23:45Z
"Full Stack Developer Consultant, Washington",https://unjobs.org/vacancies/1573655038860,IDB - Inter-American Development Bank,2019-11-14T06:23:22Z
"Housing and Urban Development (Senior) Specialist, Brasilia, Brazil",https://unjobs.org/vacancies/1573655027982,IDB - Inter-American Development Bank,2019-11-14T06:22:44Z
"Research Economist (Economics Specialist/Senior Specialist), Washington",https://unjobs.org/vacancies/1573655017122,IDB - Inter-American Development Bank,2019-11-14T06:22:18Z
"Arts & Transformation Senior Associate, Washington",https://unjobs.org/vacancies/1573654995305,IDB - Inter-American Development Bank,2019-11-14T06:21:15Z
Consultoría en Soporte Local TI para Oficina de País en Nicaragua,https://unjobs.org/vacancies/1573654962422,IDB - Inter-American Development Bank,2019-11-14T06:19:02Z
"Resource Planning and Administration Associate/Senior Associate, Belize, Costa Rica, El Salvador, Guatemala, Haiti, Honduras, Nicaragua, Mexico, Panama, Dominican Republic",https://unjobs.org/vacancies/1573654951077,IDB - Inter-American Development Bank,2019-11-14T06:18:46Z
